,X,Date,Year,Time,Location,Operator,Route,AC.Type,Manufacturer,Registration,cn.ln,Aboard,Aboard.Passangers,Aboard.Crew,Fatalities,Fatalities.Passangers,Fatalities.Crew,Ground,Summary,Coordinates,Latitude,Longitude,Country,Country coordinates,Location_Status
3279,3291,12/22/1984,1984,,"Bhojpur, Nepal",Royal Nepal Airlines,Katmandou-Bhojpur,de Havilland Canada DHC-6 Twin Otter 300,deHavilland,9N-ABH,376,23.0,20.0,3.0,15,12.0,3.0,0.0,Crashed into mountain in poor weather off the intended course.,"(23.245541, 69.670843)",27.214757088286703,66.8157641297099,Nepal,India,not correct location
3281,3293,01/01/1985,1985,20:30,"La Paz, Bolivia",Eastern Air Lines,"Asuncion, Paraguay - La Paz, Bolivia",Boeing B-727-225 Adv,Boeing,N819EA,22556/1793,29.0,19.0,10.0,29,19.0,10.0,0.0,"The aircraft hit Mt. Illimani at an altitude of 19,600 feet after being cleared to descend during an approach to La Paz. The crew did not follow the prescribed airway. Navigation error. Controlled flight into terrain.","(-16.49901, -68.146263)",-19.1175359460817,-67.19936799244392,Bolivia,Bolivia,correct location
3282,3294,01/09/1985,1985,07:00,"Kansas City, Kansas",TPI International Airways,Detroit - Kansas City,Lockheed L-188AF Electra,Lockheed,N357Q,1044,3.0,0.0,3.0,3,0.0,3.0,0.0,The cargo plane executed a missed approach because it was too high. The copilot mistakenly lined up with nearby Fairfax Airport to land. The captain took over and entered a steep climb for a go-around. The plane stalled and entered a dive and crashed into a water treatment plant. Improper IFR procedure. Airspeed not maintained which led to an inadvertent stall.,"(39.106581, -94.731189)",49.7762755305632,-92.32083745909685,United States,United States,correct location
3283,3295,01/18/1985,1985,,"Jinan, China",CAAC,Nanjing - Jinan,Antonov AN-24B,Antonov,B-434,27308110,41.0,34.0,7.0,38,31.0,7.0,0.0,Crashed after overshooting the runway in rain and fog.,"(36.647335, 116.995219)",39.77117442000038,123.44907393608199,China,China,correct location
3284,3296,01/19/1985,1985,08:22,"Havana, Cuba",Cubana de Aviacion,Havana - Managua,Ilyushin IL-18D,Ilyushin,CU-T899,188011102,38.0,33.0,5.0,38,33.0,5.0,0.0,The airliner crashed after takeoff. Failure of the artificial horizon and obstruction of aileron control due to shifted cargo.,"(23.13302, -82.38304)",15.200977301973431,-79.69058539916624,Cuba,Cuba,correct location
3285,3297,01/20/1985,1985,23:15,"Carson, New Mexico",Air Taxi - EMS,"Albuquerque, NM - Taos, NM -",Bell 206 L-1,Bell,N40TE,45712,3.0,2.0,1.0,3,2.0,1.0,0.0,The helicopter crashed in open terrain during a turn to reverse direction. Witnesses stated the aircraft was heading north and was on a converging course with high tension lines that were about 80 to 100 ft high and the belly counted spotlight was illuminated when it passed overhead. The helicopter impacted snow covered terrain in a steep descending bank to the right at a high rate of speed on a southerly heading. The power lines showed no evidence of having been struck. Pilot did not maintain directional control.,"(33.835289, -118.259285)",34.08368931520512,-118.08243445688927,United States,United States,correct location
3286,3298,01/21/1985,1985,01:04,"Reno, Nevada",Galaxy Airlines,"Reno, NV - Minneapolis-St. Paul, MN",Lockheed L-188A Electra,Lockheed,N5532,1121,71.0,65.0,6.0,70,64.0,6.0,0.0,"The aircraft crashed while returning to the airport after reporting severe vibrations. While attempting to land, the aircraft crashed into a  field, bounced and slid into mobile homes. A ground handler forgot to close an air start access door. The crew's failure to control and monitor the flight path and air speed of the aircraft after detecting the vibration.","(39.530395, -119.806347)",42.08431183145052,-121.52323327282072,United States,United States,correct location
3287,3299,01/22/1985,1985,09:35,"Puerto Castilla, Honduras",Military - U.S. Air Force,Howard AFB - Trujillo AP,Lockheed C-130A,Lockheed,56-0501,3109,21.0,16.0,5.0,21,16.0,5.0,0.0,"Crashed into the Caribbean sea, 8 miles northwest of the airport where it was scheduled to land.","(16.01667, -85.96667)",8.466215984257232,-82.45912412956608,Honduras,Honduras,correct location
3288,3300,01/23/1985,1985,10:35,"Cerro el Plateado, Colombia",Aerolineas Centrales de Colombia,Medellin - Quibdo,de Havilland Canada DHC-6 Twin Otter 300,deHavilland,HK-1910,497,23.0,21.0,2.0,23,21.0,2.0,0.0,"Crashed into a mountain at 11,500 ft.  In rainand fog.  Flying under VFR when conditions changed to IFR.","(21.92996, -103.05499)",23.96936943572944,-101.13747114432361,Colombia,Mexico,not correct location
3289,3301,01/23/1985,1985,10:35,"Buga, Colombia",AIRES Colombia,Florencia - Cali,Embraer 110P1 Bandeirante,Embraer,HK-2638,110341,17.0,15.0,2.0,17,15.0,2.0,0.0,"The aircraft crashed into a mountain at 8,500 ft. while descending to land at Buga. Continued VFR flight into deteriorating weather conditions.","(3.90089, -76.29783)",6.322795663852787,-79.62211780599155,Colombia,Colombia,correct location
3290,3302,02/01/1985,1985,08:01,"Minsk, Belarus, USSR",Aeroflot,Minsk - Leningrad,Tupolev TU-134A,Tupolev,CCCP-65910,63971,80.0,74.0,6.0,58,55.0,3.0,0.0,The aircraft crashed shortly after taking off from Minsk.Double engine failure due to ice ingestion.,"(53.9, 27.56667)",54.47847377439137,30.364945592866867,USSR,Belarus,not correct location
3291,3303,02/04/1985,1985,19:51,"Soldotna, Alaska",North Pacific Airlines,"Anchorage, AK - Anchorage, AK",Beech Queen Air 65-A80,Beechcraft,N50NP,LD-231,9.0,8.0,1.0,9,8.0,1.0,0.0,Crashed into trees while attempting a go-around in poor weather. Improper minimum descent atlitiude and missed approach. Improper inflight decision. Improper missed approach. Minimum descent altitude not maintained.,"(60.486017, -151.089682)",54.518561781695325,-152.74801852821614,United States,United States,correct location
3292,3304,02/19/1985,1985,10:15,"300 nm NW of San Francisco, California",China Airlines (Taiwan),Taipei - Los Angeles,Boeing B-747-SP-09,Boeing,N4522V,22805/564,274.0,251.0,23.0,0,0.0,0.0,0.0,"The aircraft descended in an uncontrolable dive, from 41,000 to 9,500 ft. after the crew shut down an engine.  The captain, preoccupied the malfunctioning engine, didn't properly monitor instruments and over relied on the autopilot and did not use his rudder to keep the plane from rolling . The autopilot disengaged after it could not handle the excessive roll caused by the shut down engine. The captain failed to make the proper flight corrections to recover the aircraft. After a terrifying series of inadvertent aerobatics, the plane leveled off at 9,500 feet and managed to land safely at San Francisco. Forces during the inverted spin were estimated to be from +6G to -4G. The landing gear was forced out through the closed doors, breaking the doors, which flew back and took out part of the rudder and elevator.","(37.778008, -122.431272)",37.58780717112355,-125.92903456453445,United States,United States,correct location
3293,3305,02/19/1985,1985,09:27,"Durango, Vizcaya, Spain",Iberia Airlines,Madrid - Bilbao,Boeing B-727-256,Boeing,EC-DDU,21777/1487,148.0,141.0,7.0,148,141.0,7.0,0.0,"The aircraft crashed into an antenna on Mt. Oiz. Incorrect interpretation of Ground Proximity Warning System. The captain was heard shouting ""shut up"" at the GPWS as it announced ""pull up.""  Overconfidence in altitude alert system. Incorrect interpretation of its warnings.","(24.026912, -104.650288)",24.578070340505292,-97.10025970759574,Spain,Mexico,not correct location
3294,3306,02/22/1985,1985,,"Timbuktu, Mali",Air Mali,Tombouctou - Bamako,Antonov AN-24V,Antonov,TZ-ACT,87304104,51.0,49.0,2.0,50,48.0,2.0,0.0,Crashed after taking off. The plane was not able to return to the airport after experiencing an engine failure.,"(21.488625, -3.859508)",19.16008868141996,-16.034403329558288,Mali,Mali,correct location
3295,3307,02/25/1985,1985,,"Valdez, Alaska",Military - U.S. Air Force,Eielson-Valdez-Eielson,Boeing RC-135T,Boeing,55-3121,17237/4,3.0,0.0,3.0,3,0.0,3.0,0.0,Struck a mountain in poor weather during a third practice approach.,"(1.24917, -78.98306)",5.712155253234361,-78.62893295351624,United States,Ecuador,not correct location
3296,3308,03/12/1985,1985,,"Fort Hood, Texas",Military - U.S. Air Force,Training,Lockheed C-130E Hercules,Lockheed,64-0549,4044,6.0,0.0,6.0,6,0.0,6.0,0.0,Stalled during a training exercise and crashed.,"(31.138444, -97.79631)",22.856630473879633,-88.8990797000853,United States,United States,correct location
3297,3309,03/28/1985,1985,09:50,"Florencia, Colombia",SATENA,Bogota - San Vicente del CaguÃÂ¡n - Florencia,Fokker F-28 Fellowship 3000,Fokker,FAC-1140,11165,46.0,40.0,6.0,46,40.0,6.0,0.0,The domestic flight crashed into a mountain while attempting to land at Florencia in rain and dense fog.,"(43.817726, 11.370028)",47.81138086312892,12.221328260090385,Colombia,Italy,not correct location
3298,3310,04/11/1985,1985,,"Salta, Argentina",YPF,Buenos Aires - Salta,HS-125-700B,Other,LV-ALW,257133,7.0,5.0,2.0,7,5.0,2.0,0.0,After an aborted landing attempt the aircraft struck a mountain in poor weather conditions.,"(-24.7859, -65.41166)",-27.926184228888232,-60.028667681579705,Argentina,Argentina,correct location
3299,3311,04/15/1985,1985,23:30,"Phuket, Thailand",Thai Airways,Bangkok - Phuket,Boeing B-737-200,Boeing,HS-TBB,21810/604,11.0,4.0,7.0,11,4.0,7.0,0.0,The aircraft hit high ground during good weather conditions and after transmitting an emergency message that they had lost both engines.,"(8.002961, 98.319809)",14.117071286179026,103.74993966005714,Thailand,Thailand,correct location
3300,3312,04/16/1985,1985,11:37,"Las Cruces, New Mexico",American Airlines,"Dallas, TX - San Diego, CA",Boeing B-727-227,Boeing,N718AA,20611/894,89.0,81.0,8.0,0,0.0,0.0,0.0,While cruising at FL 350 a loud noise was heard followed by a severe jolt. The No. 3 engine separated from the aircraft. A damaged O ring allowed leakage from the forward lavatory waste drain valve. Four gallons of fluid leaked and froze on the exterior of the plane and then broke away in chunks and smashed into the engine. They plane landed safely.,"(32.34343, -106.752401)",23.106298533083084,-111.55171160193933,United States,United States,correct location
3301,3313,04/20/1985,1985,,"Santa Rosa, Bolivia",Carga Aereo Transportada,,Convair CV-440,Convair,CP-1489,319,4.0,1.0,3.0,4,1.0,3.0,0.0,The cargo plane lost an engine on talkeoff nosed down and crashed.,"(14.163004, -90.362039)",13.792791988155704,-97.58814787445178,Bolivia,Guatemala,not correct location
3302,3314,04/20/1985,1985,,"Kulusuk, Greenland",Aeronica,Positioning,Fokker F-27 Friendship 100,Fokker,YN-BZF,10118,5.0,0.0,5.0,2,0.0,2.0,0.0,After a fuel transfer problem the plane crashed while trying to make an emergency landing in snow. Poor weather and failure of the crew to follow proper procedures with the auxiliary fuel system.,"(65.566665, -37.183335)",62.76602195125566,-28.94499194895613,Greenland,Greenland,correct location
3303,3315,05/03/1985,1985,12:13,"L'vov, Ukraine, USSR",Aeroflot / Soviet Air Force,Tallin - L'vov,Tupolev TU-134A / Antonov An-26,Tupolev,CCCP65856/26492,23253 /,76.0,73.0,3.0,76,73.0,3.0,0.0,Midair collision as the Tupolev-134A prepared to land and the Antonov An-26 just took off.  Violations by the civil approach and military controllers. Misidentification of both aircraft. Seventy-one killed on the TU134 and twenty-three on the Antonov.,"(50.92678, 36.80326)",46.56166011405991,32.690992898344476,USSR,Russia,not correct location
3304,3316,05/06/1985,1985,12:50,"Tanegashima, Japan",Military - U.S. Marine Corps,"Iwakuni - Fulemma, Okinawa",CH-53D,Other,157138,65-264,17.0,15.0,2.0,17,15.0,2.0,0.0,The helicopter crashed into the East China Sea.,"(30.33333, 130.75)",29.624593714716895,132.22839454266565,Japan,Japan,correct location
3305,3317,05/28/1985,1985,,"Cabimas, Venezuela",Avensa,Cabimas - Caracas,Convair CV-580,Convair,YV-84C,157,13.0,8.0,5.0,2,0.0,2.0,0.0,"The aircraft's tail struck a hill 1,500 feet from the end of the runway after which an emergency crash landing was made.","(10.38828, -71.43992)",9.220007991242069,-69.58786469694643,Venezuela,Venezuela,correct location
3306,3318,05/31/1985,1985,23:00,"Nashville, Tennessee",General Aviation Inc.,Nashville - Indianapolis,Grumman G-159 Gulfstream I,Grumman,N181TG,181,2.0,0.0,2.0,2,0.0,2.0,0.0,The cargo plane crashed after losing the No. 1 engine. Fuel starvation. Pilot had the fuel selector for the No. 1 engine in the off and feathered position.,"(36.236907, -86.834683)",31.717093542800153,-81.44798321590386,United States,United States,correct location
3307,3319,06/14/1985,1985,,"Athens, Greece",Trans World Airlines,Athens - Rome,Boeing B-727-231,Boeing,N64339,20844/1065,153.0,145.0,8.0,1,1.0,0.0,0.0,The aircraft was hijacked while en route from Athens to Rome over Italian airspace. U.S. Navy diver Robert Stethem was murdered aboard.,"(37.988579, 23.728541)",43.98303096564033,20.016815844129418,Greece,Greece,correct location
3308,3320,06/23/1985,1985,,"Juara, Brazil",TABA,Juara - Cuiaba,Embraer 110P Bandeirante,Embraer,PT-GJN,110-063,17.0,15.0,2.0,17,15.0,2.0,0.0,The plane stalled and crashed into an emergency vehicle while making an emergency landing attempt after an engine caught fire. A faulty fuel injection nozzle caused a blow torch effect damaging the compressor turbine vane ring and causing thermal fatigue and loss of one of the turbine blades.The resulting imbalance ruptured the starting control bypass fuel return line.,"(-11.637158, -59.329553)",-10.251259322259619,-65.52217200936525,Brazil,Brazil,correct location
3309,3321,06/23/1985,1985,07:15,"Atlantic Ocean, 110 miles West of Ireland",Air India,Montreal - London,Boeing B-747-237B,Boeing,VT-EFO,21473/330,329.0,307.0,22.0,329,307.0,22.0,0.0,"The aircraft broke up in flight and crashed into the ocean. Detonation of an explosive device in the forward cargo hold. Terrorist working in Vancouver, Canada, checked baggage with bombs onto two flights. One bag transferred at Toronto onto flight 182. The other would have been transferred at Tokyo onto another Air India flight, but exploded at the airport killing 2 baggage handlers. The aircraft was named "" Emperor Kanishka.""","(39.377094, -74.451563)",36.723514914694164,-72.4804270014211,110 miles West of Ireland,United States,not correct location
3311,3323,07/24/1985,1985,17:00,"Leticia, Colombia",Fuerza AÃÂ©rea Colombiana,Leticia - Bogota,Douglas DC-6B,Douglas,FAC-902,45067/709,80.0,76.0,4.0,80,76.0,4.0,0.0,"Crashed into the Amazon jungle in poor weather, after the crew reported a fire in the No. 3 engine. The last words from the aircraft was ""We're falling.""","(-4.21528, -69.94056)",-7.242278448836528,-72.66660211697642,Colombia,Colombia,correct location
3312,3324,08/02/1985,1985,18:06,"Ft. Worth-Dallas, Texas",Delta Air Lines,Fort Lauderdale - Dallas-Fort Worth,Lockheed L-1011-1 TriStar,Lockheed,N726DA,1163,163.0,152.0,11.0,134,126.0,8.0,1.0,"While on a flight from Fort Lauderdale, FL to Dallas/ Forth Worth, the aircraft crashed while making an landing attempt in thunderstorm activity. The plane touched down 6,000 feet short of the runway and 360 feet to the left of the runway centerline, became airborne again, struck a car killing the driver, crossed the highway and crashed into two water tank reservoirs. Microburst induced windshear. The flightcrew's decision to initiate and continue the approach into a cumulonimbus cloud which they observed to contain lightning. Lack of training for avoiding and escaping from low-altitude windshear.","(32.581803, -96.975838)",30.280931106625516,-102.48805687678015,United States,United States,correct location
3313,3325,08/12/1985,1985,18:56,"Mt. Osutaka, near Ueno Village, Japan",Japan Air Lines,Tokyo - Osaka,Boeing B-747-SR46,Boeing,JA8119,20783/230,524.0,509.0,15.0,520,505.0,15.0,0.0,"The aircraft suffered an aft pressure bulkhead failure at 23,900 ft. The aircraft had severe control difficulties with loss of all controls and eventually after 40 minutes, collided with a mountain. Improper repair of the  bulkhead while being supervised by Boeing engineers after a tail strike in 1978. Worst single plane disaster in aviation history. Kyu Sakamoto, 43, famous for his Japanese song ""Sukiyaki"" was killed in the accident.","(33.91667, 35.66667)",26.861832387733486,30.041457493058747,Japan,Lebanon,not correct location
