,X,Date,Year,Time,Location,Operator,Route,AC.Type,Manufacturer,Registration,cn.ln,Aboard,Aboard.Passangers,Aboard.Crew,Fatalities,Fatalities.Passangers,Fatalities.Crew,Ground,Summary,Coordinates,Latitude,Longitude,Country,Country coordinates,Location_Status
3424,3436,10/11/1987,1987,,"Pagan, Myanmar",Burma Airways,Rangoon - Nyaung-U,Fokker F-27 Friendship 500,Fokker,XY-AEL,10689,49.0,45.0,4.0,49,45.0,4.0,0.0,"The aircraft crashed into a ridge at 1, 500 ft. in heavy rain while attempting to land at Nyaung-U Airport .","(21.17264, 94.86154)",21.17264,94.86154,Myanmar,Myanmar,correct location
3425,3437,10/15/1987,1987,18:28,"Mt. Crezzo, Italy",Aero Transporti Italiani,Milan - Koln,Aerospatiale Alenia ATR-42-312,Aerospatiale,I-ATRH,046,37.0,34.0,3.0,37,34.0,3.0,0.0,"Shortly after taking off from Milan and passing through FL147, the aircraft nosed down and crashed into a mountain, in icing conditions. Icing of the wings.","(45.9022, 9.28628)",45.9022,9.28628,Italy,Italy,correct location
3426,3438,10/19/1987,1987,,"Komsomolsk-on-Amur, Russia",MAP,,Antonov An-12B,Antonov,CCCP-12162,9346702,9.0,2.0,7.0,9,2.0,7.0,0.0,The plane overran the runway while attempting to take off crashed into a building and was destroyed.,"(50.556333, 137.003894)",50.556333,137.003894,Russia,Russia,correct location
3427,3439,10/20/1987,1987,08:15,"Indianapolis, Indiana",Military - U.S. Air Force,"Pittsburg, PA - Nellis AFB",A-7D Corsair,Other,,,11.0,0.0,11.0,10,0.0,10.0,10.0,"The military plane attempted to make an emergency landing at Indianapolis International Airport after having a flameout 30 miles east of Indianapolis. The controller apparently gave bad directions which led to the pilot attempting to circle the airport. He couldn't make a landing and ejected at 500 ft,. The Corsair hit the top of a Bank One building about one mile from the runway, went airborne again for 250 ft.' and hit the front of a 7-story Airport Ramada Inn. The engine and cockpit went into the lobby, the wings into the next floor above. Twenty thousand pounds of fuel ignited killing nine people in the hotel's lobby (a 10th died later). The pilot survived.","(39.785871, -86.143448)",39.785871,-86.143448,United States,United States,correct location
3428,3440,11/06/1987,1987,08:30,"Ulongue, Malawi",Air Malawi,Blantyre - Lilongwe,Shorts SC-7 Skyvan 3-100,Short,7Q-YMB,SH-1971,10.0,8.0,2.0,10,8.0,2.0,0.0,Shot down by rebels.,"(-12.6, 14.5)",-12.6,14.5,Malawi,Angola,not correct location
3429,3441,11/15/1987,1987,14:15,"Denver, Colorado",Continental Airlines,"Denver, CO - Boise, ID",McDonnell Douglas DC-9-14,McDonnell Douglas,N626TX,45726/36,82.0,77.0,5.0,28,25.0,3.0,0.0,"Crashed while taking off in a snowstorm. Failure to obtain taxi clearance, confused the ground controller when the plane reached the runway. The plane was not cleared to take off until 27 minutes after de-icing. During takeoff, the first officer overrotated and with the icing, the plane stalled, crashed, and overturned. Both captain and first officer were inexperienced in their respective jobs.","(39.740959, -104.985798)",39.740959,-104.985798,United States,United States,correct location
3430,3442,11/23/1987,1987,18:25,"Homer, Alaska",Ryan Air Services,Kodiak - Homer,Beechcraft 1900C,Beechcraft,N401RA,UB-58,21.0,19.0,2.0,18,16.0,2.0,0.0,The aircraft crash landed 200 yards short of the runway while attempting to land at Homer Airport. Failure of the crew to supervise the loading of the aircraft which resulted in a shift of the center of gravity which caused the plane to lose control when the flaps were lowered for landing.,"(59.644845, -151.502169)",59.644845,-151.502169,United States,United States,correct location
3431,3443,11/28/1987,1987,04:00,"Mauritius, Indian Ocean",South African Airways,"Taipei, Taiwan -  Mauritius - Johannesburg, South Africa",Boeing B-747-244B Combi,Boeing,ZS-SAS,22171/488,159.0,140.0,19.0,159,140.0,19.0,0.0,"While over the Indian Ocean the crew contacted Mauritius approach control and reporting fire and smoke aboard. Three minutes after the last transmission the plane the plunged into the ocean 150 miles northeast of Mauritius. The fire caused incapacitation and disorientation of the crew, in-flight break-up and loss of control of the aircraft.  The fire originated in a front pallet on the right side in the upper deck cargo hold. The fire of unknown origin possibly (1) incapacitated the crew; (2) caused disorientation of the crew due to thick smoke; (3) caused crew distraction; (4) weakened the aircraft structure, causing an in-flight break-up; (5) burned through control cables or ; (6) caused loss of control due to deformation of the aircraft fuselage. It has been rumored that an unstable substance, not listed on the manifest, was illigally being shipped and started the fire though this has never been proven.","(-20.321973, 57.534935)",-20.321973,57.534935,Indian Ocean,Mauritius,not correct location
3432,3444,11/29/1987,1987,11:30,Andaman Sea,Korean Airlines,Abu Dhabi - Bangkok,Boeing B-707-3B5C,Boeing,HL-7406,20522/855,115.0,104.0,11.0,115,104.0,11.0,0.0,"The plane crashed while on a flight from Abu Dhabi to Bangkok. Detonation of an explosive device in the passenger cabin left by two passengers who exited  the plane at Abu Dhabi. A 75 year old man and Korean woman were arrested as they tried to use fake passports to fly to Rome. While under guard, the man bit into a cyanide capsule and died. The woman, a North Korean agent, confessed to the crime.","(39.112414, -84.516668)",39.112414,-84.516668,Andaman Sea,United States,not correct location
3434,3446,12/07/1987,1987,16:16,"San Luis Obispo, California",Pacific Southwest Airlines,Los Angeles - San Fransisco,British Aerospace BAe-146-200A,British,N350PS,E-2027,43.0,38.0,5.0,43,38.0,5.0,0.0,"A fired USAir employee, David Burke, after leaving a goodbye message to friends, shot both pilots with a .44 Magnum pistol. While the aircraft was cruising at 22,000 feet over the central California coast, the cockpit crew heard two shots in the passenger cabin and radioed a frantic message to air traffic controllers: ""Thereâs gunfire aboard."" Moments later, the plane entered a high-speed nosedive and smashed onto the ground at 700 mph at 5,000 g's . Investigators sifting through the wreckage were able to retrieve the planeâs cockpit voice recorder, which subsequently revealed the sounds of a commotion in the cockpit, three more shots, the groan of the pilot or co-pilot, and then a final shot.","(35.266778, -120.659441)",35.266778,-120.659441,United States,United States,correct location
3435,3447,12/08/1987,1987,20:15,"Lima, Peru",Peruvian Naval Aviation,Pucallpa - Lima,Fokker F-27 Friendship 400M,Fokker,AE-560,10548,43.0,37.0,6.0,42,37.0,5.0,0.0,The plane was observed during a fly-by to check that the landing gear was down. After attempting another approach the aircraft crashed into the sea. All members of the Alianza Lima soccer team killed. The pilots' lack of experience flying at night and misreading the manual for procedures in emergency situations.,"(-12.049141, -77.021217)",-12.049141,-77.021217,Peru,Peru,correct location
3436,3448,12/13/1987,1987,07:20,"Iligan, Philippines",Philippine Air Lines,Cebu - Iligan,Shorts 360-300,Short,EI-BTJ,SH-3719,15.0,11.0,4.0,15,11.0,4.0,0.0,"Crashed into Mt. Munay at 5,000 ft. while approaching Maria Cristina for landing.","(8.238765, 124.485197)",8.238765,124.485197,Philippines,Philippines,correct location
3437,3449,12/14/1987,1987,21:30,"Vila dos Remidos, Brazil",Military - Brazilian Air Force,Recife - Fernando de Noronha,Lockheed C-130H,Lockheed,FAB2468,4998,29.0,23.0,6.0,29,23.0,6.0,0.0,Crashed into the Atlantic Ocean while en route for reasons unknown.,"(38.755451, -9.097218)",38.755451,-9.097218,Brazil,Portugal,not correct location
3438,3450,12/21/1987,1987,15:10,"Bordeaux, France",Air Littoral,Brussels - Bordeaux,Embraer 120 Brasilia,Embraer,F-GEGH,120-033,16.0,13.0,3.0,16,13.0,3.0,0.0,Crashed short of the runway and struck trees in fog after being diverted due to the weather.,"(44.842411, -0.570437)",44.842411,-0.570437,France,France,correct location
3439,3451,12/21/1987,1987,,Eugene Island,Air Taxi - Petroleum Helicopters Inc.,,Aerospatiale SA-330J,Aerospatiale,N3596N,1588,15.0,13.0,2.0,15,13.0,2.0,0.0,The helicopter crashed while attempting to land on an oil rig. Improper planned approach. Clearance not maintained.,"(64.779262, -18.673522)",64.779262,-18.673522,Eugene Island,Iceland,not correct location
3440,3452,12/30/1987,1987,,Pacific Ocean,Merpati Nasantara Airlines,Samarinda - Berau,de Havilland Canada DHC-6 Twin Otter 300,deHavilland,PK-NUY,459,17.0,14.0,3.0,17,14.0,3.0,0.0,"Disappeared between Samarinda and Berau, Indonesia.","(46.560426, -123.868975)",46.560426,-123.868975,Pacific Ocean,United States,not correct location
3441,3453,01/02/1988,1988,19:20,"Izmir, Turkey",Condor Flugdienst,Stuttgart - Izmir,Boeing B-737-230A,Boeing,D-ABHD,22635/774,16.0,11.0,5.0,16,11.0,5.0,0.0,The aircraft was off the ILS sidebeam and crashed into a hill on approach in poor weather. The crew used the wrong VOR and ILS. Pilot overconfidence and co-pilot inactivity during the approach.,"(38.424396, 27.137743)",38.424396,27.137743,Turkey,Turkey,correct location
3442,3454,01/18/1988,1988,,"Mt. Colorado, Bolivia",ETA - Empresa Transportes AÃ©reos,,Curtiss C-46A-55,Curtiss,CP-1244,246,9.0,6.0,3.0,9,6.0,3.0,0.0,Struck Mt. Colorado in poor weather.,"(37.191497, -101.799258)",37.191497,-101.799258,Bolivia,United States,not correct location
3444,3456,01/18/1988,1988,22:17,"Chungking, Sichuan, China",China Southwest Airlines,Beijing - Chongqing,Ilyushin IL-18D,Ilyushin,B-222,187009901,108.0,98.0,10.0,108,98.0,10.0,0.0,The aircraft crashed 10 minutes before its scheduled landing. Fire in and failure of the No. 4 engine led to separation of the pylon and engine and loss of control of the aircraft. Overheating of the feathering oil. Poor maintenance procedures.,"(22.296585, 114.172432)",22.296585,114.172432,China,China,correct location
3445,3457,01/19/1988,1988,19:00,"Bayfield, Colorado",Trans Colorado AL / Continental Express,"Denver, CO - Durango, CO",Swearingen SA.227AC Metro,Swearingen,N68TC,AC-457,17.0,15.0,2.0,9,7.0,2.0,0.0,"The aircraft crashed while attempting to land in adverse weather conditions five miles short of the runway.  The captain choose a direct VOR/DME approach instead of the safer ILS. The copilot lacked the ability to land the tricky approach. The pilot who was not flying the plane, did not observe the copilot was flying a too steep of an approach. The NTSB isssued a report that stated that the captain was a heavy user of cocaine and traces were found in his blood and urine.","(46.812698, -90.825042)",46.812698,-90.825042,United States,United States,correct location
3446,3458,01/19/1988,1988,,"Green Island, Taiwan",Taiwan Airlines,Taitung-Lyudao,Britten-Norman BN-2A-26 Trislander,Britten Norman,B-11125,2029,11.0,10.0,1.0,10,9.0,1.0,0.0,Crashed in mountains.,"(42.749154, -73.693327)",42.749154,-73.693327,Taiwan,United States,not correct location
3447,3459,01/24/1988,1988,16:49,"Nizhnevartovsk, Russia",Aeroflot,Nizhnevartovsk - Tyumen,Yakovlev YAK-40,Yakovlev,CCCP-87549,9531442,31.0,27.0,4.0,27,23.0,4.0,0.0,"The plane stalled and crashed after a loss of engine power on takeoff. The engine throttles were reduced at  a critical stage of the takeoff for undetermined reasons, probably by the crew.","(60.936668, 76.544378)",60.936668,76.544378,Russia,Russia,correct location
3448,3460,02/01/1988,1988,,Panama,Military - Fuerza AÃ©rea Panamena,,CASA 212 Aviocar 200,CASA,FAP215,237,16.0,14.0,2.0,16,14.0,2.0,0.0,Flew into a mountain.,"(8.9936, -79.51973)",8.9936,-79.51973,Panama,Panama,correct location
3449,3461,02/08/1988,1988,07:58,"Mulheim, Germany",NFD - Nurnberger Flugdienst,Hannover - Dusseldorf,Swearingen SA.227AC Metro III,Swearingen,D-CABB,AC-500,21.0,19.0,2.0,21,19.0,2.0,0.0,The plane was struck by lightning and suffered a complete electrical failure after which the right wing broke off during an uncontrollable descent.,"(51.437117, 6.894836)",51.437117,6.894836,Germany,Germany,correct location
3450,3462,02/19/1988,1988,21:27,"Cary, North Carolina",AV Air / American Eagle,Raleigh - Richmond,Swearingen SA227-AC,Swearingen,N622AV,AC-622,12.0,10.0,2.0,12,10.0,2.0,0.0,"The plane crashed into a reservoir shortly after taking off in low visibility and ceiling. The failure of the flight crew to maintain a proper flight path because of the first officer's inappropriate instrument scan, the captain's inadequate monitoring of the flight, and the flight  and the flight crew's response to a perceived fault in the airplane's stall avoidance system.","(42.215459, -88.249291)",42.215459,-88.249291,United States,United States,correct location
3451,3463,02/27/1988,1988,04:08,"Surgut, Russia",Aeroflot,Tyumen - Surgut,Tupolev TU-134A,Tupolev,CCCP-65675,1351501,51.0,45.0,6.0,20,17.0,3.0,0.0,"The aircraft made a hard landing beside the runway, broke up and caught fire. Crew error. Visual contact with the runway was lost as the aircraft descended through the decision height.","(61.244863, 73.401863)",61.244863,73.401863,Russia,Russia,correct location
3452,3464,02/27/1988,1988,10:25,"Ercan, Cyprus",Talia Airways,Istanbul - Ercan,Boeing B-727-2H9A,Boeing,TC-AKD,20930/1044,15.0,9.0,6.0,15,9.0,6.0,0.0,"Crashed into mountain 20 kms E of Kyrenia Turkey while on approach. Crew error. Pilot discontinued IFR approach and descended ignoring mountains ahead. Realizing his mistake, he tried to climb and turn left but struck the mountain.","(35.16034, 33.4986)",35.16034,33.4986,Cyprus,Northern Cyprus,not correct location
3453,3465,03/01/1988,1988,17:28,"Johannesburg, South Africa",Commercial Airways (Comair),Phalaborwa - Johannesburg,Embraer 110P1 Bandeirante,Embraer,ZS-LGP,110-402,17.0,15.0,2.0,17,15.0,2.0,0.0,The aircraft crashed and burned 8 miles from Jan Smuts Airport while attemping to land. Detonation of a bomb consisting of nitro-glycerine and ammonium nitrate. A mineworker who heavily insured himself was thought to have committed suicide.,"(-26.20652, 28.04415)",-26.20652,28.04415,South Africa,South Africa,correct location
3454,3466,03/04/1988,1988,06:37,"Fontainebleau, France",Transport Arien Transregional,Nancy - Paris,Fairchild FH-227B,Fairchild,F-GCPS,546,23.0,20.0,3.0,23,20.0,3.0,0.0,Crashed after hitting power lines while making an approach to Orly. Electrical system failure.,"(25.771613, -80.345551)",25.771613,-80.345551,France,United States,not correct location
3455,3467,03/08/1988,1988,21:45,"Clarksville, Tennessee",Military - U.S. Army,,Sikorsky UH-60A / Sikorsky UH-60A,Sikorsky,8524462/8724605,,17.0,,,17,,,0.0,The two helicopters collided in mid-air in the dark and crashed on the Fort Campbell military base. Pilot error.,"(36.575216, -87.333526)",36.575216,-87.333526,United States,United States,correct location
3456,3468,03/17/1988,1988,13:17,"Cucuta, N of  Santander, Colombia",AVIANCA,Cucuta - Cartagena,Boeing B-727-21,Boeing,HK-1716,18999/240,143.0,136.0,7.0,143,136.0,7.0,0.0,"The aircraft struck a mountain at 6,200 feet after taking off in mist and haze. The crew took off under VFR conditions during adverse weather conditions. Inappropriate presence of a non-crew pilot in the cockpit and his great talkativeness distracting part of the crew which resulted in carelessness and disorientation in monitoring the heading and altitude necessary to maneuver the plane. VFR flight into IFR conditions.","(7.89391, -72.50782)",7.89391,-72.50782,Colombia,Colombia,correct location
3457,3469,03/31/1988,1988,04:10,"Cairo, Egypt",Arax Airlines,Cairo - Sharjah,Douglas DC-8-55F,Douglas,5N-ARH,45859/253,4.0,0.0,4.0,4,0.0,4.0,0.0,During a second attempt to take off an engine on the cargo plane failed causing the plane to crash at the end of the runway.,"(30.079694, 31.323437)",30.079694,31.323437,Egypt,Egypt,correct location
3458,3470,04/05/1988,1988,,"Combi, Cyprus",Kuwait Airways,Bangkok - Kuwait,Boeing B-747-200,Boeing,9K-ADA,21541,112.0,,,2,,,0.0,Hijacking. Two hostages killed on the ground.,"(52.469336, 8.375245)",52.469336,8.375245,Cyprus,Germany,not correct location
3460,3472,04/12/1988,1988,20:09,"Hennenman, South Africa",United Airways,Bloemfontein - Johannesburg,Douglas DC-3C,Douglas,ZS-UAS,6154,24.0,21.0,3.0,24,21.0,3.0,0.0,The plane crashed after fire broke out at FL90 and an emergency descent was made. A leak at the right booster pump was the source of the fire.,"(-27.977218, 27.027865)",-27.977218,27.027865,South Africa,South Africa,correct location
3461,3473,04/19/1988,1988,05:03,"Bagdarin, USSR",Aeroflot,Muya - Bagdarin,Let 410UVP Turolet,Let,CCCP67518,851422,17.0,15.0,2.0,17,15.0,2.0,0.0,Crashed into a mountain during descent  in poor weather.,"(54.43333, 113.6)",54.43333,113.6,USSR,Russia,not correct location
