,Unnamed: 0,X,Date,Year,Time,Location,Operator,Route,AC.Type,Manufacturer,Registration,cn.ln,Aboard,Aboard.Passangers,Aboard.Crew,Fatalities,Fatalities.Passangers,Fatalities.Crew,Ground,Summary,Coordinates,Latitude,Longitude,LatitudeNoise,LongitudeNoise
2154,2155,2166,09/17/1965,1965,11:25,"Montserrat, Antigua",Pan American World Airways,"Fort de France - Saint Johns, Antigua",Boeing B-707-121B,Boeing,N708PA,17586/1,30.0,21.0,9.0,30,21.0,9.0,0.0,"Crashed into mountains 32 miles southwest of its destination while descending for a landing. Pilot became lost and disoriented. Crew did not determine their position before descending. Navigation error. The aircraft was named ""Clipper Constitution.""","(16.73717, -62.188252)",16.73717,-62.188252,17.15858000160586,-63.31584518299801
2155,2156,2167,09/27/1965,1965,15:10,"Bao Trai, Vietnam",Air America,,Beechcraft C-45H,Beechcraft,N9574Z,AF-45,3.0,1.0,2.0,3,1.0,2.0,0.0,Collided with houses during an uncontrolled descent.,"(20.676659, 106.47494)",20.676659,106.47494,18.924871881192292,105.01890880269582
2156,2157,2168,10/08/1965,1965,06:30,"Near Patian, Pakistan",Pakistan International Airlines,Rawalpindi - Skardu,Fokker F-27 Friendship 200,Fokker,AP-ATT,10279,4.0,0.0,4.0,4,0.0,4.0,0.0,The cago plane did not clear a ridge and crashed.,"(-7.574, 111.6798)",-7.574,111.6798,-11.575920687912,111.6638968045392
2157,2158,2169,10/17/1965,1965,,"Bucaramanga, Colombia",AVIANCA,Bogota - Bucaramanga,Douglas DC-3 / Piper PA-18A,Douglas,HK-118/HK-922F,6182,19.0,15.0,4.0,19,15.0,4.0,0.0,"Midair collision between a Douglas DC-3 and Piper PA-18.  Eighteen killed on the DC-3, one on the Piper.","(7.117136, -73.118251)",7.117136,-73.118251,6.237614449539193,-70.61780071128514
2158,2159,2170,10/18/1965,1965,16:30,"Near Hanoi, Vietnam",International Control Commision,Vientiane - Hanoi,Boeing 307 Stratoliner B-1,Boeing,F-BELV,1996,13.0,9.0,4.0,13,9.0,4.0,0.0,Shot down by Communist ground fire.,"(21.0245, 105.84117)",21.0245,105.84117,24.828036992901723,103.69744927099941
2159,2160,2171,10/20/1965,1965,10:33,"Near Manila, Philippines",Philippine Air Lines,Manila - Tacloban,Douglas DC-3,Douglas,PI-C-144,13403,37.0,34.0,3.0,1,1.0,0.0,0.0,The aircraft veered to the left after taking off. The pilot lost control and crashed. Failure of the pilot to set the rudder trim tab to the proper position before takeoff and during the flight. Undetected deflection of the rudder trim tab.,"(14.593819, 120.992302)",14.593819,120.992302,12.915565272082615,119.77518100066084
2160,2161,2172,10/27/1965,1965,01:23,"London, England",British European Airways,Edinburgh - London,Vickers Vanguard 951,Vickers,G-APEE,708,36.0,30.0,6.0,36,30.0,6.0,0.0,"The aircraft made two unsuccessfull attempts at landing at Heathrow Airport and overshot the runway. The third time, the plane again overshot the runway, began climbing, then suddenly dove into the runway at a steep angle. Pilot error. Low visibility, crew fatigue, disorientation, lack of experience in overshooting in fog, over-reliance on instruments and incorrect indication of position by instruments.","(51.509648, -0.099076)",51.509648,-0.099076,53.22149981781146,-3.29114600114439
2161,2162,2173,11/02/1965,1965,,"Obock, French Somaliland",Military - French Air Force,Djibouti - Obock,Douglas C-47A,Douglas,316410,20876,30.0,25.0,5.0,30,25.0,5.0,0.0,The plane crashed and exploded as it attempted to land at Obock. The civilians aboard included a hand-ball team.,"(11.96306, 43.29056)",11.96306,43.29056,10.445153381396626,41.946779708211025
2162,2163,2174,11/03/1965,1965,07:30,"Off Puerto Lemon, Costa Rica",Military - Argentine Air Force,Buenos Aires - Howard - San Salvador,Douglas C-54,Douglas,TC-48,983,68.0,59.0,9.0,68,59.0,9.0,0.0,Disappeared over the Gulf after the pilot sent a distress message reporting a fire in the No. 3 engine. Cause unknown.,"(18.2494, -66.50101)",18.2494,-66.50101,19.311364656199803,-67.95879725413523
2163,2164,2175,11/08/1965,1965,19:02,"Cincinnati Airport, near Covington, Kentucky",American Airlines,New York City - Cincinnati,Boeing B-727-23,Boeing,N1996,18901/153,62.0,56.0,6.0,58,53.0,5.0,0.0,"The aircraft crashed short of runway during a visual approach in deteriorating weather conditions. Failure of the flight crew to properly monitor the aircraft's height during the approach into deteriorating weather conditions resulting in an excessive sink rate. Excessive sink rate is thought to have caused four 727 accidents in succession.  Lake Michigan 8/16/65, Cincinnati 11/8/65, Salt Lake City 11/11/65 and Tokyo Bay 2/4/66. Only the Salt Lake and Cincinnati crashes were officially attributed to it. After 727 training manuals were modified and pilots were reoriented to the flying characteristics of the aircraft the problem was corrected.","(39.075903, -84.656491)",39.075903,-84.656491,37.514845319307376,-86.76401303500934
2164,2165,2176,11/08/1965,1965,12:25,"Near Boqueron, Colombia",Aerolineas TAO,Neiva - San Vicente del Caguan,Douglas C-47DL,Douglas,HK-1202,4402,30.0,25.0,5.0,30,25.0,5.0,0.0,The plane crashed while en route. Flight on an prohibited route in adverse weather. Flight VFR in IFR conditions.,"(-21.816762, -61.209021)",-21.816762,-61.209021,-20.049429761251343,-64.20141317007008
2165,2166,2177,11/10/1965,1965,15:57,"Murmansk, Russia",Aeroflot,,Tupolev TU-124,Tupolev,CCCP-45086,5351801,64.0,57.0,7.0,32,30.0,2.0,0.0, Crashed on the ice-covered Lake Kilp-Yavr while attempting to land . Premature descent during approach. Sudden change in the weather.,"(69.016856, 33.115506)",69.016856,33.115506,71.2406964675624,31.527275621384195
2166,2167,2178,11/11/1965,1965,17:52,"Salt Lake City, Utah",United Air Lines,Denver - Salt Lake City,Boeing B-727-22,Boeing,N7030U,18322/130,91.0,85.0,6.0,43,43.0,0.0,0.0,"The aircraft crashed short of the runway and collided with runway lights, 335 feet short of the runway, causing the main landing gear to fail followed by a fire. Too high of a descent rate during approach. Failure of the captain to take  timely action to arrest an excessive descent rate during the landing approach. Excessive sink rate is thought to have caused four 727 accidents in succession. Lake Michigan 8/16/65, Cincinnati 11/8/65, Salt Lake City 11/11/65 and Tokyo Bay 2/4/66. Only the Salt Lake and Cincinnati crashes were officially attributed to it. After 727 training manuals were modified and pilots were reoriented to the flying characteristics of the aircraft the problem was corrected. Bill Linderman, 45, champion rodeo cowboy killled.","(40.773201, -111.933984)",40.773201,-111.933984,41.76450029914015,-107.59553366858532
2167,2168,2179,11/14/1965,1965,17:21,"Near Palm Springs, California",Paul Kelly Flying Service Inc.,Palm Springs - Burbank,Learjet 23,Learjet,N243F,23-063,8.0,6.0,2.0,8,6.0,2.0,0.0,"The plane crashed 13 miles east of Palm Springs Airport shortly after taking off. The pilot was confronted with conditions requiring the division of his attention between instrument reference for proper attitude information and visual reference for terrain and aircraft avoidance. The aircraft went out of control from a cruise configuration and crashed in a 55-degree nosedown, vertical left bank attitude. Spatial disorientation of the pilot, resulting in a loss of control.","(33.807808, -116.527883)",33.807808,-116.527883,31.566641235106225,-117.60951359230972
2168,2169,2180,11/27/1965,1965,07:15,"Salt Lake City , Utah",Edde Airlines,Salt Lake - Albuquerque,Douglas C-53-DO (DC-3A),Douglas,N485,4848,13.0,9.0,4.0,13,9.0,4.0,0.0,Crashed into a hill 22 miles south of Salt Lake City after taking off in snow and poor visibility. The track was aboout 1 mile east of Pass Through mountain. Judgment of the pilot in command in initiating a VFR flight under existing weather conditions and terrain environment.,"(40.773201, -111.933984)",40.773201,-111.933984,40.7946941069697,-112.39202485633692
2169,2170,2181,12/04/1965,1965,16:18,"Carmel, New York",Trans World Airlines / Eastern Air Lines,Boston - Newark,Boeing B-707-131B / L1049C Constellation,Boeing,N748TW/N6218C,18387/286  / 4526,112.0,100.0,12.0,4,3.0,1.0,0.0,"Midair collision at 11,000 feet. Misjudgment of altitude separation by the crew of EAL 853 because of an optical illusion created by the up-slope effect of cloud tops resulting in an evasive maneuver by the EAL 853 crew and a reactionary evasive maneuver by  the TWA 42 crew. The 707 landed at JFK despite losing 25 feet of the left wing. There were no injuries to the crew of 7 and 51 passengers aboard the 707.  Three of the 46 passengers and 1 crew member aboard  EAL 853 were killed. Misjudgment of altitude separation by the crew of the Constellation because of an optical illusion created by the up-slope effect of cloud tops, resulting in an evasive maneuver by the Constellation crew and a reactionary evasive maneuver by the Boeing crew.","(39.97837, -86.11804)",39.97837,-86.11804,41.16250760626022,-89.69796418742271
2170,2171,2182,12/07/1965,1965,18:40,"Tenerife, Canary Islands",Spantax,"Tenerife - Manchester, England",Douglas DC-3,Douglas,EC-ARZ,13474,32.0,28.0,4.0,32,28.0,4.0,0.0,Crashed into high terrain shortly after takeoff. Cause undetermined. Mechanical failure suspected.,"(28.46824, -16.25462)",28.46824,-16.25462,24.349979147604024,-20.689210435661685
2171,2172,2183,12/11/1965,1965,15:00,"Near Tuy Hoa, South Vietnam",Military - U.S. Air Force,Pleiku - Tuy Hoa,Fairchild C-123C,Fairchild,56-4376,20260,85.0,81.0,4.0,85,81.0,4.0,0.0,"While en route in poor weather, the plane struck trees on a mountain slope and then went into a flat spin, crashed and burned.","(46.64056, 126.99694)",46.64056,126.99694,43.71055914905013,125.3553458919292
2172,2173,2184,12/16/1965,1965,17:22,"Legaspi, Philippines",Air Manila,Manila - Legazpi,Douglas DC-3A,Douglas,PI-C856,18,21.0,18.0,3.0,2,0.0,2.0,0.0,Power stall during a tight turn manoeuvre at too low an altitude from which successful recovery was impossible.,"(13.13722, 123.73444)",13.13722,123.73444,14.44434707825582,121.27337170138765
2173,2174,2185,01/01/1966,1966,,"Near Palembang, Sumatra, Indonesia",Garuda  Indonesia Airlines / Garuda Indonesia Airlines,Medan - Palembang,Douglas DC-3 / Douglas DC-3,Douglas,PK-GDU/PK-GDE,13463 / 19719,34.0,26.0,8.0,34,26.0,8.0,0.0,Midair collision between two Garuda aircraft. Both crashed into a swamp while approaching Palembang. Seventeen died on each aircraft.,"(-2.976938, 104.734354)",-2.976938,104.734354,0.15586599604191287,105.31345752502016
2174,2175,2186,01/01/1966,1966,05:30,"Kamchatsky, Russia",Aeroflot,Magadan - Petropavlovsk-Kamchatsky,Ilyushin IL-14P,Ilyushin,CCCP-61618,602108,23.0,18.0,5.0,23,18.0,5.0,0.0,Crashed due to engine failure due to the destruction of the cylinder head number 12,"(53.034232, 158.65414)",53.034232,158.65414,51.28414478749561,160.72995825843833
2175,2176,2187,01/09/1966,1966,18:22,"Chipaque, Cundinamarca, Colombia",Satena,Tres Esquinas - Bogota,DC3(C47),Douglas,FAC-675,,11.0,11.0,2.0,11,11.0,2.0,0.0,,"(4.4425, -74.04417)",4.4425,-74.04417,2.686957670862382,-73.65222857719127
2176,2177,2188,01/14/1966,1966,15:07," Shamurat, Uzbekistan",Aeroflot,Nurata - Samarkand,Antonov AN-2,Antonov,CCCP-02185,1122 473 05,11.0,9.0,2.0,11,9.0,2.0,0.0,The aircraft hit the slope of a mountain 3.4 km from Shamurat. Crew who decided to continue the flight in below-minima weather conditions.,"(39.721405, 73.253173)",39.721405,73.253173,40.48931310951586,74.5068140166176
2177,2178,2189,01/15/1966,1966,20:55,"Off Cartagena, Colombia",AVIANCA,Bogata - Crespo,Douglas DC-6-54B,Douglas,HK-730,18325,64.0,60.0,4.0,56,52.0,4.0,0.0,Crashed shortly after taking off. The plane rose less than 100 ft. and then crashed into shallow water.  Possible engine failure. Maintenance error and inadequate inspections.,"(10.423583, -75.546862)",10.423583,-75.546862,11.113212435385755,-71.19818932966845
2178,2179,2190,01/22/1966,1966,,"Port-au-Prince, Haiti",COHATA,Les Cayes -J̩r̩mie,Douglas DC-3,Douglas,N4662,,35.0,28.0,7.0,30,23.0,7.0,0.0,Crashed into a mountain  5 minutes after taking off from Las Cayee.,"(18.547808, -72.343769)",18.547808,-72.343769,15.64195370080186,-72.22846966281026
2179,2180,2191,01/24/1966,1966,08:02,"Mont Blanc, French Alps, Switzerland",Air India,Bombay - Beirut  - Geneva - Paris - London -New York,Boeing B-707-437,Boeing,VT-DMN,18055/200,117.0,106.0,11.0,117,106.0,11.0,0.0,"The aircraft was told to hold at 1,000 ft. above the clouds  before landing at Geneva  but descended below the minimum safe altitude and crashed into Mont Blanc. With a malfunctioning No. 2 VOR the crew thought they had already passed Mt. Blanc. Miscalculation by the crew on their position and the phraseology used by the controller in relay the aircraft's position. Hambi Bhabha, father of India's nuclear program killed. The aircraft was named Kanchenjunga. Remains found 7/2017","(46.210458, 6.149821)",46.210458,6.149821,45.01031380606111,5.604464809407567
2180,2181,2192,01/25/1966,1966,10:15,"Near Binh Khe, South Vietnam",Military - U.S. Air Force,,Fairchild C-123B,Fairchild,54-0702,20151,46.0,42.0,4.0,46,42.0,4.0,0.0,"Struck trees inverted, 10 minutes after taking off from An Khe airfield. Evidence was found of a fire in the No. 2 engine.","(20.505873, 106.38208)",20.505873,106.38208,20.72522219981289,107.05327151955143
2181,2182,2193,01/28/1966,1966,17:50,"Bremen, Germany",Lufthansa,Frankfurt - Bremen,Convair CV-440-0,Convair,D-ACAT,464,46.0,42.0,4.0,46,42.0,4.0,0.0,Crashed on approach in heavy fog. The aircraft stalled while making a turn at low altitude. Instrument malfunction.,"(53.095538, 8.811077)",53.095538,8.811077,49.28963284588523,8.553729557850495
2182,2183,2194,02/04/1966,1966,19:00,"Tokyo Bay, Japan",All Nippon Airways,Chitose - Tokyo,Boeing B-727-81,Boeing,JA8302,18822/126,133.0,126.0,7.0,133,126.0,7.0,0.0,"The jetliner crashed about 7.5 miles ESE of Tokyo International (Haneda) Airport where it was scheduled to land. The aircraft was on VFR approach and was observed at a height of 2, 000 ft. just before the crash.  Cause undetermined. Excessive sink rate is thought to have caused four 727 accidents in succession. Lake Michigan 8/16/65, Cincinnati 11/8/65, Salt Lake City 11/11/65 and Tokyo Bay 2/4/66. Only the Salt Lake and Cincinnati crashes were officially attributed to it. After 727 training manuals were modified and pilots were reoriented to the flying characteristics of the aircraft the problem was corrected.","(35.680402, 139.767951)",35.680402,139.767951,34.198389163287295,143.34840991147084
2183,2184,2195,02/07/1966,1966,11:55,"Srinagar, India",Indian Airlines,Srinngar - Jammu - Amritsar - Delhi,Fokker F-27 Friendship 200,Fokker,PH-SAB,10271,37.0,33.0,4.0,37,33.0,4.0,0.0,"Crashed into high terrain, 12 miles west of its proper course, due to a navigation error. Abandonment of the ILS approach at too early a stage during an attempt to land under conditions of poor visibility in fog.","(34.08582, 74.8002)",34.08582,74.8002,37.636786059808415,76.37586340208955
2184,2185,2196,02/15/1966,1966,,"Delhi, India",Indian Airlines,Calcutta - Delhi,Sud Aviation SE-210 Caravelle VIN,Sud Aviation,VT-DPP,130,80.0,73.0,7.0,2,2.0,0.0,0.0,Undershot the runway and struck a concrete obstruction in poor weather conditions. Lack of information supplied to the pilot regarding the true conditions of surface visibility which was below the minimum prescribed for a night landing.  Lack of proper monitoring and possibly incorrect setting of altimeters during the approach to land. The use of landing lights which resulted in glare during the final stages of the approach in foggy conditions,"(28.557163, 77.163665)",28.557163,77.163665,24.61970031127894,74.95040827996337
2185,2186,2197,02/16/1966,1966,16:35," Pechora, Russia",Aeroflot,Vorkuta - Syktyvkar,Ilyushin II-14,Ilyushin,CCCP-52058,7343609,26.0,18.0,8.0,26,18.0,8.0,0.0,"An hour after he departed Vorkuta Airport bound for Syktyvkar, the crew reported a fire on the right engine. After the engine detached, the plane crashed in a lake.","(65.149668, 57.217089)",65.149668,57.217089,65.58817772111719,58.88022016079314
2186,2187,2198,02/16/1966,1966,16:35,"Near Pechora, Russia",Aeroflot,	Vorkuta - 	Syktyvkar,Ilyushin IL-18M,Ilyushin,CCCP-52058,7343609,35.0,28.0,7.0,35,28.0,7.0,0.0,"Approximately 1 hour into a flight, the plane's right engine failed and a fire erupted which could not be extinguished. The crew attempted to divert to Pechora but did not make it. The engine fell off, te plane rolled to the left and the plane crashed into a forest.","(65.149668, 57.217089)",65.149668,57.217089,63.94665471048858,57.37658229234673
2187,2188,2199,02/16/1966,1966,01:38,"Moscow, Russia",Aeroflot,CCCP-76491,Tupolev Tu-114,Tupolev,CCCP-76491,64M472,66.0,47.0,19.0,21,8.0,13.0,0.0,The crew was attempted a night takeoff in heavy snow. The plane veered off the runway to the right and crashed in flames. The crew attempted a takeoff in what was well below the minima.,"(55.741469, 37.615561)",55.741469,37.615561,53.111015740720056,37.73188746879402
2188,2189,2200,02/17/1966,1966,01:38,"Moscow, Russia",Aeroflot,Moscow - Conakry,Tupolev Tu-114D,Tupolev,CCCP-76491,64M472,66.0,47.0,19.0,21,8.0,13.0,0.0,"While taking off, the aircraft struck a snow drift with the left main landing gear. The pilot banked the plane to the right, causing the No..3 propeller to strike the runway. The airplane crashed and caught fire. The runway was not entirely cleared and the visibility was poor.","(55.741469, 37.615561)",55.741469,37.615561,51.51500928537271,35.233453738580145
