,Unnamed: 0.1,Unnamed: 0,X,Date,Year,Time,Location,Operator,Route,AC.Type,Manufacturer,Registration,cn.ln,Aboard,Aboard.Passangers,Aboard.Crew,Fatalities,Fatalities.Passangers,Fatalities.Crew,Ground,Summary,Coordinates,Latitude,Longitude,LatitudeNoise,LongitudeNoise
3136,3136,3137,3149,02/06/1982,1982,15-16,"Island of Cheju, South Korea",Military - Republic of South Korea Air Force,Seoul - Jeju,Fairchild C-123,Fairchild,,,53.0,47.0,6.0,53,47.0,6.0,0.0,Crashed into Mt. Halla while on approach to land in poor weather. Possible microburst windshear.,"('', '')",,,,
3139,3139,3140,3152,02/09/1982,1982,08-09,"Tokyo, Japan",Japan Air Lines,Fukuoka - Tokyo,McDonnell Douglas DC-8-61,McDonnell Douglas,JA-8061,45889/291,174.0,166.0,8.0,24,24.0,0.0,0.0,"The aircraft flew into shallow water, 100 yards meters short of the runway, after a struggle between a mentally ill captain and the co-pilot and flight engineer. The plane hit approach-light stanchions extending above the bay waters after which the nose broke off. During the approach, the captain, known to have mental problems, put the inboard engines into reverse in an attempt to destroy the aircraft while the co-pilot and flight engineer battled to restrain him.","('', '')",,,,
3141,3141,3142,3154,02/21/1982,1982,15-16,"Providence, Rhode Island",Pilgrim Airlines, New York City - Bridgeport - New Haven - Groton - Boston,de Havilland DHC -6-100,deHavilland,N127PM,105,12.0,10.0,2.0,1,1.0,0.0,0.0,The aircraft made an emergency landing near a reservoir after a fire erupted in the cockpit while the aircraft was en-route under IFR conditions. The fire spread to the cabin and destroyed the aircraft after impact.  The deficient design of the isopropyl alcohol windshield washer/deicer system and the inadequate maintenance of the system which resulted in an in-flight fire. The ignition source was not determined.,"('', '')",,,,
3142,3142,3143,3155,03/11/1982,1982,13-14,"Mehamn, Norway",Wideroe's Flyveselksap,Berlevag - Mehamn,de Havilland Canada DHC-6 Twin Otter 300,deHavilland,LN-BNK,568,15.0,13.0,2.0,15,13.0,2.0,0.0,"The aircraft crashed while on a flight from Berlev̴g to Mehamn after the failure of the tail fin and rudder in moderate turbulence.  Overload due to a combination of clear air turbulence, mountain wave and the pilots spontaneous improper actions. There is some controversy surrounding this crash including the possiblity the aircraft was shot down by or collided with a British NATO Harrier jet fighter.","('', '')",,,,
3143,3143,3144,3156,03/19/1982,1982,21-22,"Near Woodstock, Illinois",Military - U.S. Air Force,Sawyer-Chicago,Boeing KC-135C,Boeing,58-0031,17776,27.0,23.0,4.0,27,23.0,4.0,0.0,"Crashed 40 miles northwest of Chicago O'Hare Airport where it was to have landed. Exploded and dove in an almost vertical attitude from a height of 13,700 ft. into a wooded area, exploded and burned. Most probably overpressurization under the cargo floor and ignition of fuel vapor.","('', '')",,,,
3144,3144,3145,3157,03/19/1982,1982,10-11,"Leesburg, Florida",Private,None,Beechcraft Bonanza F35,Beechcraft,N567LT,D-4114,3.0,2.0,1.0,3,2.0,1.0,0.0,"Randy Rhoads, 25, lead guitarist for heavy metal star Ozzy Osbourne was killed when the plane in which he was a passenger crashed into a tour bus and a house. The pilot was attempting to buzz Osbourne's tour bus when after several attempts, the left wing struck the side of the bus puncturing it in two places approximately half way down the right side.  The plane was thrown over the bus, hit a pine tree, severing it approximately 10 feet up from the bottom, before it crashed into the garage of a  house. The plane was an estimated 10-11 feet off the ground traveling at approximately 120 - 150 knots during final impact. Several other members of the group were inside the bus but were not hurt. The pilot,  Andrew Aycock's medical certificate (3rd class) had expired, making his pilots license invalid. All three aboard, Rhoads, Rachel Youngblood, the groups hairdresser and the pilot were killed. Poor judgement by the pilot in buzzing the bus and misjudging clearance of obstacles.","('', '')",,,,
3147,3147,3148,3160,04/11/1982,1982,17-18,"Near Tanana, Alaska",Air Taxi - Tundra Copters,Banddanack - Fairbanks,Hughes 369D,Other,N11058,210901D,3.0,2.0,1.0,3,2.0,1.0,0.0,The helicopter crashed on a snow covered mountain slope in a steep left bank in overcast and snow showers. Continued VFR flight into IFR conditons.,"('', '')",,,,
3148,3148,3149,3161,04/13/1982,1982,14-15,"Near Erzurum, Turkey",Military - U.S. Air Force,Erzurum - Incirlik,Lockheed C-130H,Lockheed,74-1678,4645,27.0,19.0,8.0,27,19.0,8.0,0.0,Failure of the No.4 engine followed by separation of the engine and propeller of the No.3 engine.  Overpressurization of the right wing resulting in an explosion and in-flight fire. A Mayday was received from the aircraft before it fell and crashed into mountainous terrain and burst into flames. Attachment bolts to support the No. 4 engine had not been installed.,"('', '')",,,,
3149,3149,3150,3162,04/26/1982,1982,16-17,"Near Yangshuo, Guangxi, China",CAAC,Guangzhou - Guilin,Hawker Siddeley Trident 2E,Hawker Siddeley,B-266,2170,112.0,104.0,8.0,112,104.0,8.0,0.0,The aircraft struck a mountain in heavy rain during a landing attempt.,"('', '')",,,,
3153,3153,3154,3166,05/19/1982,1982,19-20,South Atlantic Ocean,Military - Royal British Navy,,Westland Sea King HC-4 (helicopter),Other,ZA-294,,30.0,,,21,,,0.0,"The helicopter, carrying troops from one ship to another during the Falkland Islands war, crashed into the Atlantic Ocean. Possible bird strike or component failure.","('', '')",,,,
3156,3156,3157,3169,06/01/1982,1982,14-15,"Near Songnam-si, South Korea",Military - Republic of South Korea Air Force,Training,Fairchild C-123,Fairchild,56-4391,,53.0,49.0,4.0,53,49.0,4.0,0.0,Crashed in poor weather conditions after taking off with paratroopers.,"(37.95861, 126.26333)",37.95861,126.26333,40.00846611904675,126.91029691126668
3157,3157,3158,3170,06/08/1982,1982,02-03,"Near Pacatuba, Brazil",VASP,Rio de Janerio - Fortaleza,Boeing B-727-212A,Boeing,PP-SRK,21347/1282,137.0,128.0,9.0,137,128.0,9.0,0.0,"The aircraft crashed into a 2,500 ft. mountain (Serra da Aratanha) during an approach in heavy rain and fog. Despite two altitude alert system warnings and the co-pilot's warning of the mountains ahead, the captain continued to descend below the minimum descend altitude. Non-observance of air traffic and carrier's procedures.","(-3.983994, -38.613383)",-3.983994,-38.613383,-6.165853556947024,-40.15156544758969
3159,3159,3160,3172,06/22/1982,1982,04-05,"Bombay, India",Air India,Kuala Lumpur - Mumbai,Boeing B-707-437,Boeing,VT-DJJ,17723/100,111.0,99.0,12.0,17,15.0,2.0,0.0,"The crew initiated a go-around after a heavy landing and a subsequently bounced lifted off the runway but descended back onto the ground and broke up. Deliberate reduction of engine power by the pilot 12 seconds prior to first impact due to altitude unawareness resulting in a high rate of descent and very hard landing. The aircraft was named ""Gaurishankar.""","(19.131577, 72.891418)",19.131577,72.891418,21.15122020839037,72.96404761811135
3160,3160,3161,3173,06/24/1982,1982,20-21,"Mount Galunggung, Indonesia",British Airways,Kuala Lampur - Perth,Boeing B-747,Boeing,G-BDXH,21635/365,257.0,247.0,10.0,0,0.0,0.0,0.0,"The aircraft flew into a plume from a volcanic eruption at 37,000 feet during the night. All engines failed and the windshield lost transparency because of pitting. The first engine was restarted at 12,000 feet, followed by the other three and the plane landed safely at Jakarta. The aircraft was named ""City of Edinburgh.""","(-6.85472, 106.905)",-6.85472,106.905,-5.250705096354996,105.30866968466331
3161,3161,3162,3174,06/28/1982,1982,10-11,"Southern Belarus, USSR",Aeroflot,Leningrad - Kiev,Yakovlev YAK-42,Yakovlev,CCCP-42529,8040104,132.0,124.0,8.0,132,124.0,8.0,0.0,"From an altitude of 30,000 ft., a malfunction occurred causing the aircraft to crash 125 miles from its destination. In-flight failure and jamming of stabilizer screw-jack mechanism due to wear.","(53.832259, 28.43651)",53.832259,28.43651,49.56246081398054,28.34514647937377
3163,3163,3164,3176,07/06/1982,1982,00-01,"Near Moscow, Russia",Aeroflot,	Moscow - 	Dakar,Ilyushin IL-62M,Ilyushin,CCCP-86513,4037536,90.0,80.0,10.0,90,80.0,10.0,0.0,The aircraft crashed and burned in field shortly after takeoff. Failure of the aircraft's power plant fire warning system due to design deficiencies which resulted in false fire indications in both engines.,"(55.741469, 37.615561)",55.741469,37.615561,52.87130864545743,38.23728537948651
3164,3164,3165,3177,07/09/1982,1982,16-17,"Kenner, Louisiana",Pan American World Airways,New Orleans - Las Vegas,Boeing B-727-235,Boeing,N4737,19457/518,145.0,138.0,7.0,145,138.0,7.0,8.0,"The aircraft crashed during a thunderstorm, 29 seconds after taking off from New Orleans International Airport. The plane reached an altitude of 95 to 150 feet and then began to descend and crashed into trees and houses bursting into flames. Microbust induced windshear. Limited capability of current ground-based low-level windshear detection technology. The aircraft was named ""Clipper Defiance.""","(30.011436, -90.25447)",30.011436,-90.25447,32.7902160813238,-92.0868739093789
3166,3166,3167,3179,07/23/1982,1982,02-03,"Castaic, California",Western Helicopter,Movie set,Bell UH-1B Huey Helicopter,Bell,N87701,6414038,1.0,0.0,1.0,0,0.0,0.0,3.0,"During the filming of ""Twilight Zone, The Movie"", a helicopter crashed, killing actor Vic Morrow, 53, and two child actors. The helicopter was hovering low over a make believe Vietnamese village when an explosive charge from the special effects hit the tail rotor of the helicopter sending it crashing to the ground. One child, Rene Chen, 6, was crushed to death with the right skid. Vic Morrow and the other child, Myca Dinh Le, 7, were decapitated. Criminal charges against the production company were eventually dismissed in a much publicized trial. The civil trial ended in awards of 2 million dollars to the families of each of the children and $700,000  to the estate of Vic Morrow.","(34.477993, -118.632041)",34.477993,-118.632041,34.41070266904644,-119.22629097025914
3169,3169,3170,3182,08/14/1982,1982,09-10,"Near Managua, Nicaragua",Military - Nicaraguan Air Force,Managua - El Rodeo,Arava 201,Other,223,006,20.0,18.0,2.0,20,18.0,2.0,0.0,Rolled to the right and crashed from an altitude of 500 ft. shortly after becoming airborne.,"(12.13282, -86.2504)",12.13282,-86.2504,13.118078190624535,-86.56573914961552
3170,3170,3171,3183,08/14/1982,1982,17-18,"Sukhumi, Georgia, USSR",Aeroflot / Aeroflot,Sukhumi - Kutaisi,Let 410UVP Turbojet / Tupolev TU-134V,Let,67191 / 65836,781120 / 17113,11.0,9.0,2.0,11,9.0,2.0,0.0,Ground collision. Eleven killed on the LET and none on the Tupolev.,"(43.00697, 40.9893)",43.00697,40.9893,41.49005642421984,40.41566210768056
3173,3173,3174,3186,09/11/1982,1982,12-13,"Near Mannheim, West Germany",Military - U.S. Army,,Boeing Vertol CH-47C (helicopter),Boeing,74-22292,,46.0,42.0,4.0,46,42.0,4.0,0.0,Crashed helicopter experiencing catastrophic mechanical failure and separation of one of the rotors. The aircraft was carrying French and German sky divers as part of Mannheim's 375 birthday celebration. Bearing failure in the forward transmission pack.,"(49.488789, 8.492765)",49.488789,8.492765,50.857801057855966,4.664623678226793
3174,3174,3175,3187,09/13/1982,1982,12-13,"Near Malaga, Spain",Spantax,Malaga - New York City,McDonnell Douglas DC-10-30CF,McDonnell Douglas,EC-DEG,46962/238,394.0,381.0,13.0,50,47.0,3.0,0.0,The aircraft crashed during takeoff after intense vibration caused by a blown retreaded tire. The crew aborted the takeoff above VR and overran the runway. They also  failed to apply reverse thrust symmetrically.,"(36.709737, -4.462013)",36.709737,-4.462013,35.823907537471335,-0.9084174778786184
3175,3175,3176,3188,09/29/1982,1982,19-20,"Luxembourg, Luxembourg",Aeroflot,Moscou-Luxembourg-La Havane-Lima,Ilyushin IL-62M,Ilyushin,CCCP-86470,72503,77.0,66.0,11.0,7,,,0.0,"The aircraft swerved to the right after landing, sideswiped a water tower, crashed into a building and continued into a revine where it exploded and burned. Failure of the control mechanism on the No.1 engine reverser.","(49.6113, 6.12941)",49.6113,6.12941,51.43045252554142,5.395493185716632
3179,3179,3180,3192,12/07/1982,1982,19-20,"Near Pueblo, Colorado",Pioneer Airlines,"Sante Fe, NM - Pueblo, CO",Swearingen SA.227AC Metro III,Swearingen,N30093,AC-449,2.0,0.0,2.0,2,0.0,2.0,0.0,The cargo plane flew into a hill while descending to land. The pilot may have had a physical imparement.,"(38.293737, -104.606727)",38.293737,-104.606727,39.5692806722807,-104.55016242451948
3180,3180,3181,3193,12/09/1982,1982,13-14,"La Serena, Chile",Aeronor Chile,Santiago - La Serena,Fairchild F-27J,Fairchild,CC-CJE,0063,46.0,42.0,4.0,46,42.0,4.0,0.0,"While on approach, the aircraft suddenly banked to the left and went into a steep descent and crashed.  Inadequate flight procedures by the pilot in command after experiencing a loss of power in the left engine.  Inadequate flight planning by the pilot-in-command in coordinating the adoption of measures and applying procedures to successfully remedy a stall condition caused by total loss of power in the left engine when the aircraft was flying at low altitude on final approach to land.","(-29.915417, -71.245354)",-29.915417,-71.245354,-27.134525933769908,-69.007530715872
3181,3181,3182,3194,12/09/1982,1982,14-15,"Near San Andres de Bocay, Nicaragua",Military - Nicaraguan Air Force,,Mil Mi-8 (helicopter),Mil,265,,88.0,84.0,4.0,84,84.0,0.0,0.0,The helicopter was shot down by Sandinistan rebels.,"(19.029112, -98.314325)",19.029112,-98.314325,21.35265028777146,-95.79010833627086
3182,3182,3183,3195,12/23/1982,1982,20-21,"Rostov-on-Don, Russia",Aeroflot,Rostov-on-Don - Krasnovodsk,Antonov AN-26,Antonov,CCCP-26627,5208,16.0,0.0,16.0,16,0.0,16.0,0.0,"Inadequate and untimely actions of the crew in retracting  the flaps after takeoff, which resulted in severe loss of height and collision with obstacles. Overloaded,","(47.236727, 39.702793)",47.236727,39.702793,43.42719890429669,40.38077015449106
3183,3183,3184,3196,12/24/1982,1982,17-18,"Guangzhou, China",CAAC,Changsha-Canton,Ilyushin IL-18B,Ilyushin,B-202,189001401,69.0,58.0,11.0,25,25.0,0.0,0.0,A passenger's cigarette caused a fire in the cabin which led to an oxygen tank exploding.,"(23.113511, 113.289942)",23.113511,113.289942,25.93251455338404,113.4135379380238
3185,3185,3186,3198,01/11/1983,1983,02-03,"Detroit, Michigan",United Air Lines,Detroit - Los Angeles,McDonnell Douglas DC-8-54F37,McDonnell Douglas,N8053U,46010/406,3.0,0.0,3.0,3,0.0,3.0,0.0,"After taking off the cargo plane rolled to the right with wings vertical to the ground until it crashed into a field. The flight crew's failure to follow procedural checklist requirements and to detect and correct a mistrimmed stabilizer before the aircraft became uncontrollable. Contributing to the accident was the captain allowing the second officer, who was not qualified to act as a pilot, to occupy the seat of the first officer and to conduct the take-off.","(42.398648, -83.164558)",42.398648,-83.164558,42.2033041975005,-83.48610684364219
3186,3186,3187,3199,01/16/1983,1983,22-23,"Ankara, Turkey",Turkish Airlines (THY),Paris-Tripoli-Istanbul-Ankara,Boeing B-727-2F2,Boeing,TC-JBR,21603/1389,67.0,60.0,7.0,47,47.0,0.0,0.0,"The flight originated in Tripoli and stopped in Istanbul before beginning a 40-minute flight to Ankara's Esenboga Airport. The aircraft crashed short of the runway in fog, snow and poor visibility. Windshear.","(39.91987, 32.85427)",39.91987,32.85427,40.60505599199196,33.09543671631606
3190,3190,3191,3203,03/11/1983,1983,07-08,Barquisimeto Venezuela,Avensa,Caracas - Barquisimeto,McDonnell Douglas DC-9-32,McDonnell Douglas,YV-67C,47025/106,50.0,45.0,5.0,23,22.0,1.0,0.0,"The aircraft landed past the runway threshold, experienced a hard landing in fog, slid off the runway and broke up. Improper in-flight decisions and inadequate supervision of the flight.","(10.073128, -69.313412)",10.073128,-69.313412,11.597542794433036,-69.19800933666538
3191,3191,3192,3204,03/30/1983,1983,05-06,"Newark, New Jersey",Central Airlines,Chicago - Newark,Learjet 25,Learjet,N51CA,25-030,2.0,0.0,2.0,2,0.0,2.0,0.0,"While attempting to land, the cargo plane came in too steep and fast, bounced on landing, crashed and burned. Loss of control following ground contact due to anunstabilized approach. Impairment of the flightcrew's judgment, decision making and flying abilities by a combination of physioIogical and psychological factors.","(40.718619, -74.185148)",40.718619,-74.185148,40.17249963438372,-74.09463436125738
3192,3192,3193,3205,04/07/1983,1983,14-15,"Selawik, Alaska",Munz Northern Airlines,Nome - Ambler,Britten-Norman BN-2A-8 Islander,Britten Norman,N37MN,558,3.0,2.0,1.0,2,1.0,1.0,0.0,Lost control of the aircraft and crashed in a snow storm. Continued VFR flight in IFR conditions.,"(66.598636, -160.006661)",66.598636,-160.006661,67.27415120613702,-160.53722004564867
